beta_1,beta_2,beta_3,init_quality,accuracy
0.12,0.72,0.16,0.9,0.804213135
0.12,0.72,0.16,0.95,0.804213135
0.12,0.76,0.12,0.5,0.804213135
0.12,0.76,0.12,0.55,0.804213135
0.12,0.76,0.12,0.6,0.804213135
0.12,0.76,0.12,0.65,0.804213135
0.12,0.76,0.12,0.7,0.804213135
0.12,0.76,0.12,0.75,0.804213135
0.12,0.76,0.12,0.8,0.804213135
0.12,0.76,0.12,0.85,0.804213135
0.12,0.76,0.12,0.9,0.804213135
0.12,0.76,0.12,0.95,0.804213135
0.16,0.68,0.16,0.55,0.804213135
0.16,0.68,0.16,0.6,0.804213135
0.2,0.6,0.2,0.5,0.804213135
0.2,0.6,0.2,0.55,0.804213135
0.2,0.6,0.2,0.6,0.804213135
0.2,0.6,0.2,0.65,0.804213135
0.2,0.6,0.2,0.7,0.804213135
0.2,0.6,0.2,0.75,0.804213135
0.2,0.6,0.2,0.8,0.804213135
0.2,0.6,0.2,0.85,0.804213135
0.2,0.6,0.2,0.9,0.804213135
0.2,0.6,0.2,0.95,0.804213135
0.2,0.64,0.16,0.5,0.804213135
0.2,0.64,0.16,0.55,0.804213135
0.2,0.68,0.12,0.5,0.804213135
0.2,0.68,0.12,0.55,0.804213135
0.2,0.68,0.12,0.6,0.804213135
0.2,0.68,0.12,0.65,0.804213135
0.2,0.68,0.12,0.7,0.804213135
0.2,0.68,0.12,0.75,0.804213135
0.2,0.68,0.12,0.8,0.804213135
0.2,0.68,0.12,0.85,0.804213135
0.2,0.68,0.12,0.9,0.804213135
0.2,0.68,0.12,0.95,0.804213135
0.2,0.72,0.08,0.65,0.804213135
0.2,0.72,0.08,0.75,0.804213135
0.2,0.72,0.08,0.8,0.804213135
0.24,0.6,0.16,0.6,0.804213135
0.24,0.6,0.16,0.65,0.804213135
0.24,0.6,0.16,0.75,0.804213135
0.24,0.6,0.16,0.8,0.804213135
0.24,0.6,0.16,0.85,0.804213135
0.24,0.6,0.16,0.9,0.804213135
0.24,0.6,0.16,0.95,0.804213135
0.28,0.56,0.16,0.65,0.804213135
0.16,0.68,0.16,0.65,0.802973978
0.16,0.68,0.16,0.7,0.802973978
0.16,0.68,0.16,0.85,0.802973978
0.16,0.68,0.16,0.9,0.802973978
0.16,0.68,0.16,0.95,0.802973978
0.16,0.72,0.12,0.8,0.802973978
0.16,0.72,0.12,0.85,0.802973978
0.16,0.72,0.12,0.9,0.802973978
0.16,0.72,0.12,0.95,0.802973978
0.2,0.64,0.16,0.6,0.802973978
0.2,0.64,0.16,0.65,0.802973978
0.2,0.64,0.16,0.8,0.802973978
0.2,0.64,0.16,0.85,0.802973978
0.2,0.64,0.16,0.9,0.802973978
0.2,0.64,0.16,0.95,0.802973978
0.2,0.72,0.08,0.85,0.802973978
0.24,0.6,0.16,0.7,0.802973978
0.16,0.68,0.16,0.75,0.80173482
0.16,0.68,0.16,0.8,0.80173482
0.16,0.72,0.12,0.7,0.80173482
0.16,0.72,0.12,0.75,0.80173482
0.16,0.76,0.08,0.5,0.80173482
0.16,0.76,0.08,0.55,0.80173482
0.16,0.76,0.08,0.6,0.80173482
0.16,0.76,0.08,0.65,0.80173482
0.16,0.76,0.08,0.7,0.80173482
0.16,0.76,0.08,0.75,0.80173482
0.16,0.76,0.08,0.8,0.80173482
0.16,0.76,0.08,0.85,0.80173482
0.16,0.76,0.08,0.9,0.80173482
0.16,0.76,0.08,0.95,0.80173482
0.2,0.64,0.16,0.7,0.80173482
0.2,0.64,0.16,0.75,0.80173482
0.2,0.72,0.08,0.9,0.80173482
0.2,0.72,0.08,0.95,0.80173482
0.48,0.48,0.04,0.95,0.80173482
0,0.92,0.08,0.5,0.800495663
0,0.92,0.08,0.55,0.800495663
0,0.92,0.08,0.6,0.800495663
0,0.92,0.08,0.65,0.800495663
0,0.92,0.08,0.7,0.800495663
0,0.92,0.08,0.75,0.800495663
0,0.92,0.08,0.8,0.800495663
0,0.92,0.08,0.85,0.800495663
0,0.92,0.08,0.9,0.800495663
0,0.92,0.08,0.95,0.800495663
0.04,0.88,0.08,0.5,0.800495663
0.04,0.88,0.08,0.55,0.800495663
0.04,0.88,0.08,0.6,0.800495663
0.04,0.88,0.08,0.65,0.800495663
0.04,0.88,0.08,0.7,0.800495663
0.04,0.88,0.08,0.75,0.800495663
0.04,0.88,0.08,0.8,0.800495663
0.04,0.88,0.08,0.85,0.800495663
0.04,0.88,0.08,0.9,0.800495663
0.04,0.88,0.08,0.95,0.800495663
0.08,0.84,0.08,0.5,0.800495663
0.08,0.84,0.08,0.55,0.800495663
0.08,0.84,0.08,0.6,0.800495663
0.08,0.84,0.08,0.65,0.800495663
0.08,0.84,0.08,0.7,0.800495663
0.08,0.84,0.08,0.75,0.800495663
0.08,0.84,0.08,0.8,0.800495663
0.08,0.84,0.08,0.85,0.800495663
0.08,0.84,0.08,0.9,0.800495663
0.08,0.84,0.08,0.95,0.800495663
0.12,0.8,0.08,0.5,0.800495663
0.12,0.8,0.08,0.55,0.800495663
0.12,0.8,0.08,0.6,0.800495663
0.12,0.8,0.08,0.65,0.800495663
0.12,0.8,0.08,0.7,0.800495663
0.12,0.8,0.08,0.75,0.800495663
0.12,0.8,0.08,0.8,0.800495663
0.12,0.8,0.08,0.85,0.800495663
0.12,0.8,0.08,0.9,0.800495663
0.12,0.8,0.08,0.95,0.800495663
0.16,0.72,0.12,0.5,0.800495663
0.16,0.72,0.12,0.55,0.800495663
0.16,0.72,0.12,0.6,0.800495663
0.16,0.72,0.12,0.65,0.800495663
0.56,0.44,0,0.5,0.800495663
0.56,0.44,0,0.55,0.800495663
0.56,0.44,0,0.6,0.800495663
0.56,0.44,0,0.65,0.800495663
0.56,0.44,0,0.7,0.800495663
0.56,0.44,0,0.75,0.800495663
0.56,0.44,0,0.8,0.800495663
0.56,0.44,0,0.85,0.800495663
0.56,0.44,0,0.9,0.800495663
0.56,0.44,0,0.95,0.800495663
0,0.96,0.04,0.5,0.798017348
0,0.96,0.04,0.55,0.798017348
0,0.96,0.04,0.6,0.798017348
0,0.96,0.04,0.65,0.798017348
0,0.96,0.04,0.7,0.798017348
0,0.96,0.04,0.75,0.798017348
0,0.96,0.04,0.8,0.798017348
0,0.96,0.04,0.85,0.798017348
0,0.96,0.04,0.9,0.798017348
0,0.96,0.04,0.95,0.798017348
0.04,0.92,0.04,0.5,0.798017348
0.04,0.92,0.04,0.55,0.798017348
0.04,0.92,0.04,0.6,0.798017348
0.04,0.92,0.04,0.65,0.798017348
0.04,0.92,0.04,0.7,0.798017348
0.04,0.92,0.04,0.75,0.798017348
0.04,0.92,0.04,0.8,0.798017348
0.04,0.92,0.04,0.85,0.798017348
0.04,0.92,0.04,0.9,0.798017348
0.04,0.92,0.04,0.95,0.798017348
0.08,0.88,0.04,0.5,0.798017348
0.08,0.88,0.04,0.55,0.798017348
0.08,0.88,0.04,0.6,0.798017348
0.08,0.88,0.04,0.65,0.798017348
0.08,0.88,0.04,0.7,0.798017348
0.08,0.88,0.04,0.75,0.798017348
0.08,0.88,0.04,0.8,0.798017348
0.08,0.88,0.04,0.85,0.798017348
0.08,0.88,0.04,0.9,0.798017348
0.08,0.88,0.04,0.95,0.798017348
0.12,0.84,0.04,0.55,0.798017348
0.12,0.84,0.04,0.6,0.798017348
0.12,0.84,0.04,0.65,0.798017348
0.12,0.84,0.04,0.7,0.798017348
0.12,0.84,0.04,0.75,0.798017348
0.12,0.84,0.04,0.8,0.798017348
0.12,0.84,0.04,0.85,0.798017348
0.12,0.84,0.04,0.9,0.798017348
0.12,0.84,0.04,0.95,0.798017348
0.12,0.88,0,0.5,0.798017348
0.32,0.68,0,0.55,0.798017348
0.32,0.68,0,0.6,0.798017348
0.32,0.68,0,0.65,0.798017348
0.32,0.68,0,0.7,0.798017348
0.32,0.68,0,0.75,0.798017348
0.32,0.68,0,0.8,0.798017348
0.32,0.68,0,0.85,0.798017348
0.32,0.68,0,0.9,0.798017348
0.32,0.68,0,0.95,0.798017348
0.36,0.64,0,0.5,0.798017348
0.36,0.64,0,0.55,0.798017348
0.36,0.64,0,0.6,0.798017348
0.36,0.64,0,0.65,0.798017348
0.36,0.64,0,0.7,0.798017348
0.36,0.64,0,0.75,0.798017348
0.36,0.64,0,0.8,0.798017348
0.36,0.64,0,0.85,0.798017348
0.36,0.64,0,0.9,0.798017348
0.36,0.64,0,0.95,0.798017348
0.4,0.6,0,0.5,0.798017348
0.4,0.6,0,0.55,0.798017348
0.4,0.6,0,0.6,0.798017348
0.4,0.6,0,0.65,0.798017348
0.4,0.6,0,0.7,0.798017348
0.4,0.6,0,0.75,0.798017348
0.4,0.6,0,0.8,0.798017348
0.4,0.6,0,0.85,0.798017348
0.4,0.6,0,0.9,0.798017348
0.4,0.6,0,0.95,0.798017348
0.44,0.56,0,0.5,0.798017348
0.44,0.56,0,0.55,0.798017348
0.44,0.56,0,0.6,0.798017348
0.44,0.56,0,0.65,0.798017348
0.44,0.56,0,0.7,0.798017348
0.44,0.56,0,0.75,0.798017348
0.44,0.56,0,0.8,0.798017348
0.44,0.56,0,0.85,0.798017348
0.44,0.56,0,0.9,0.798017348
0.44,0.56,0,0.95,0.798017348
0.48,0.52,0,0.5,0.798017348
0.48,0.52,0,0.55,0.798017348
0.48,0.52,0,0.6,0.798017348
0.48,0.52,0,0.65,0.798017348
0.48,0.52,0,0.7,0.798017348
0.48,0.52,0,0.75,0.798017348
0.48,0.52,0,0.8,0.798017348
0.48,0.52,0,0.85,0.798017348
0.48,0.52,0,0.9,0.798017348
0.48,0.52,0,0.95,0.798017348
0.52,0.48,0,0.5,0.798017348
0.52,0.48,0,0.55,0.798017348
0.52,0.48,0,0.6,0.798017348
0.52,0.48,0,0.65,0.798017348
0.52,0.48,0,0.7,0.798017348
0.52,0.48,0,0.75,0.798017348
0.52,0.48,0,0.8,0.798017348
0.52,0.48,0,0.85,0.798017348
0.52,0.48,0,0.9,0.798017348
0.52,0.48,0,0.95,0.798017348
0,1,0,0.5,0.796778191
0,1,0,0.55,0.796778191
0,1,0,0.6,0.796778191
0,1,0,0.65,0.796778191
0,1,0,0.7,0.796778191
0,1,0,0.75,0.796778191
0,1,0,0.8,0.796778191
0,1,0,0.85,0.796778191
0,1,0,0.9,0.796778191
0,1,0,0.95,0.796778191
0.04,0.96,0,0.5,0.796778191
0.04,0.96,0,0.55,0.796778191
0.04,0.96,0,0.6,0.796778191
0.04,0.96,0,0.65,0.796778191
0.04,0.96,0,0.7,0.796778191
0.04,0.96,0,0.75,0.796778191
0.04,0.96,0,0.8,0.796778191
0.04,0.96,0,0.85,0.796778191
0.04,0.96,0,0.9,0.796778191
0.04,0.96,0,0.95,0.796778191
0.08,0.92,0,0.5,0.796778191
0.08,0.92,0,0.55,0.796778191
0.08,0.92,0,0.6,0.796778191
0.08,0.92,0,0.65,0.796778191
0.08,0.92,0,0.7,0.796778191
0.08,0.92,0,0.75,0.796778191
0.08,0.92,0,0.8,0.796778191
0.08,0.92,0,0.85,0.796778191
0.08,0.92,0,0.9,0.796778191
0.08,0.92,0,0.95,0.796778191
0.12,0.88,0,0.55,0.796778191
0.12,0.88,0,0.6,0.796778191
0.12,0.88,0,0.65,0.796778191
0.12,0.88,0,0.7,0.796778191
0.12,0.88,0,0.75,0.796778191
0.12,0.88,0,0.8,0.796778191
0.12,0.88,0,0.85,0.796778191
0.12,0.88,0,0.9,0.796778191
0.12,0.88,0,0.95,0.796778191
0.16,0.84,0,0.6,0.796778191
0.16,0.84,0,0.65,0.796778191
0.16,0.84,0,0.7,0.796778191
0.16,0.84,0,0.75,0.796778191
0.16,0.84,0,0.8,0.796778191
0.16,0.84,0,0.85,0.796778191
0.16,0.84,0,0.9,0.796778191
0.16,0.84,0,0.95,0.796778191
0.2,0.8,0,0.8,0.796778191
0.2,0.8,0,0.85,0.796778191
0.2,0.8,0,0.9,0.796778191
0.2,0.8,0,0.95,0.796778191
0.28,0.72,0,0.5,0.796778191
0.28,0.72,0,0.55,0.796778191
0.28,0.72,0,0.6,0.796778191
0.28,0.72,0,0.65,0.796778191
0.28,0.72,0,0.7,0.796778191
0.28,0.72,0,0.75,0.796778191
0.28,0.72,0,0.8,0.796778191
0.28,0.72,0,0.85,0.796778191
0.28,0.72,0,0.9,0.796778191
0.28,0.72,0,0.95,0.796778191
0.32,0.68,0,0.5,0.796778191
0.24,0.76,0,0.7,0.795539033
0.24,0.76,0,0.75,0.795539033
0.24,0.76,0,0.8,0.795539033
0.24,0.76,0,0.85,0.795539033
0.24,0.76,0,0.9,0.795539033
0.24,0.76,0,0.95,0.781908302
