beta_1,beta_2,beta_3,init_quality,accuracy
0.4,0,0.6,0.8,0.840148699
0.28,0,0.72,0.9,0.838909542
0.28,0.04,0.68,0.8,0.838909542
0.28,0.04,0.68,0.85,0.838909542
0.32,0,0.68,0.6,0.838909542
0.32,0,0.68,0.65,0.838909542
0.32,0,0.68,0.7,0.838909542
0.32,0.04,0.64,0.75,0.838909542
0.36,0.04,0.6,0.85,0.838909542
0.36,0.04,0.6,0.9,0.838909542
0.36,0.04,0.6,0.95,0.838909542
0.36,0.08,0.56,0.8,0.838909542
0.36,0.08,0.56,0.85,0.838909542
0.4,0,0.6,0.7,0.838909542
0.4,0,0.6,0.75,0.838909542
0.4,0,0.6,0.85,0.838909542
0.44,0,0.56,0.8,0.838909542
0.44,0,0.56,0.85,0.838909542
0,0,1,0.5,0.837670384
0,0,1,0.55,0.837670384
0,0,1,0.6,0.837670384
0,0,1,0.65,0.837670384
0,0,1,0.7,0.837670384
0,0,1,0.75,0.837670384
0,0,1,0.8,0.837670384
0,0,1,0.85,0.837670384
0,0,1,0.9,0.837670384
0,0,1,0.95,0.837670384
0.04,0,0.96,0.5,0.837670384
0.16,0.08,0.76,0.95,0.837670384
0.2,0.08,0.72,0.6,0.837670384
0.2,0.08,0.72,0.65,0.837670384
0.2,0.08,0.72,0.7,0.837670384
0.2,0.08,0.72,0.75,0.837670384
0.2,0.08,0.72,0.8,0.837670384
0.2,0.08,0.72,0.85,0.837670384
0.2,0.08,0.72,0.9,0.837670384
0.2,0.08,0.72,0.95,0.837670384
0.24,0.04,0.72,0.55,0.837670384
0.24,0.04,0.72,0.6,0.837670384
0.24,0.04,0.72,0.65,0.837670384
0.24,0.04,0.72,0.7,0.837670384
0.24,0.04,0.72,0.75,0.837670384
0.24,0.04,0.72,0.8,0.837670384
0.24,0.04,0.72,0.85,0.837670384
0.24,0.04,0.72,0.95,0.837670384
0.24,0.08,0.68,0.75,0.837670384
0.24,0.08,0.68,0.8,0.837670384
0.24,0.08,0.68,0.85,0.837670384
0.24,0.08,0.68,0.9,0.837670384
0.24,0.08,0.68,0.95,0.837670384
0.28,0,0.72,0.5,0.837670384
0.28,0,0.72,0.55,0.837670384
0.28,0,0.72,0.6,0.837670384
0.28,0,0.72,0.65,0.837670384
0.28,0,0.72,0.95,0.837670384
0.28,0.04,0.68,0.65,0.837670384
0.28,0.04,0.68,0.7,0.837670384
0.28,0.04,0.68,0.75,0.837670384
0.28,0.04,0.68,0.9,0.837670384
0.28,0.04,0.68,0.95,0.837670384
0.28,0.08,0.64,0.75,0.837670384
0.28,0.08,0.64,0.8,0.837670384
0.28,0.08,0.64,0.85,0.837670384
0.28,0.08,0.64,0.95,0.837670384
0.32,0,0.68,0.55,0.837670384
0.32,0,0.68,0.75,0.837670384
0.32,0,0.68,0.85,0.837670384
0.32,0,0.68,0.9,0.837670384
0.32,0.04,0.64,0.8,0.837670384
0.32,0.04,0.64,0.85,0.837670384
0.36,0,0.64,0.6,0.837670384
0.36,0,0.64,0.65,0.837670384
0.36,0,0.64,0.7,0.837670384
0.36,0,0.64,0.75,0.837670384
0.36,0,0.64,0.85,0.837670384
0.36,0,0.64,0.9,0.837670384
0.36,0,0.64,0.95,0.837670384
0.36,0.04,0.6,0.75,0.837670384
0.36,0.04,0.6,0.8,0.837670384
0.36,0.08,0.56,0.75,0.837670384
0.36,0.08,0.56,0.9,0.837670384
0.4,0,0.6,0.5,0.837670384
0.4,0,0.6,0.55,0.837670384
0.4,0,0.6,0.65,0.837670384
0.4,0,0.6,0.9,0.837670384
0.4,0.04,0.56,0.75,0.837670384
0.4,0.04,0.56,0.8,0.837670384
0.4,0.04,0.56,0.85,0.837670384
0.4,0.04,0.56,0.9,0.837670384
0.44,0,0.56,0.7,0.837670384
0.44,0,0.56,0.75,0.837670384
0,0.04,0.96,0.5,0.836431227
0,0.04,0.96,0.55,0.836431227
0,0.04,0.96,0.6,0.836431227
0,0.04,0.96,0.65,0.836431227
0,0.04,0.96,0.7,0.836431227
0,0.04,0.96,0.75,0.836431227
0,0.04,0.96,0.8,0.836431227
0,0.04,0.96,0.85,0.836431227
0,0.04,0.96,0.9,0.836431227
0,0.04,0.96,0.95,0.836431227
0,0.08,0.92,0.5,0.836431227
0,0.08,0.92,0.55,0.836431227
0,0.08,0.92,0.6,0.836431227
0,0.08,0.92,0.65,0.836431227
0,0.08,0.92,0.7,0.836431227
0,0.08,0.92,0.75,0.836431227
0,0.08,0.92,0.8,0.836431227
0,0.08,0.92,0.85,0.836431227
0,0.08,0.92,0.9,0.836431227
0,0.08,0.92,0.95,0.836431227
0,0.12,0.88,0.5,0.836431227
0,0.12,0.88,0.55,0.836431227
0,0.12,0.88,0.6,0.836431227
0,0.12,0.88,0.65,0.836431227
0,0.12,0.88,0.7,0.836431227
0,0.12,0.88,0.75,0.836431227
0,0.12,0.88,0.8,0.836431227
0,0.12,0.88,0.85,0.836431227
0,0.12,0.88,0.9,0.836431227
0,0.12,0.88,0.95,0.836431227
0.04,0,0.96,0.55,0.836431227
0.04,0,0.96,0.6,0.836431227
0.04,0,0.96,0.65,0.836431227
0.04,0.08,0.88,0.5,0.836431227
0.04,0.08,0.88,0.55,0.836431227
0.04,0.08,0.88,0.6,0.836431227
0.04,0.08,0.88,0.65,0.836431227
0.04,0.08,0.88,0.7,0.836431227
0.04,0.08,0.88,0.75,0.836431227
0.04,0.08,0.88,0.8,0.836431227
0.04,0.08,0.88,0.85,0.836431227
0.04,0.08,0.88,0.9,0.836431227
0.04,0.08,0.88,0.95,0.836431227
0.08,0.08,0.84,0.9,0.836431227
0.08,0.08,0.84,0.95,0.836431227
0.12,0.04,0.84,0.75,0.836431227
0.12,0.04,0.84,0.8,0.836431227
0.12,0.04,0.84,0.85,0.836431227
0.12,0.08,0.8,0.55,0.836431227
0.12,0.08,0.8,0.6,0.836431227
0.12,0.08,0.8,0.65,0.836431227
0.12,0.08,0.8,0.7,0.836431227
0.12,0.08,0.8,0.75,0.836431227
0.12,0.08,0.8,0.8,0.836431227
0.12,0.08,0.8,0.85,0.836431227
0.12,0.08,0.8,0.9,0.836431227
0.12,0.08,0.8,0.95,0.836431227
0.12,0.12,0.76,0.9,0.836431227
0.12,0.12,0.76,0.95,0.836431227
0.16,0.04,0.8,0.5,0.836431227
0.16,0.04,0.8,0.55,0.836431227
0.16,0.04,0.8,0.6,0.836431227
0.16,0.04,0.8,0.65,0.836431227
0.16,0.04,0.8,0.7,0.836431227
0.16,0.04,0.8,0.75,0.836431227
0.16,0.04,0.8,0.8,0.836431227
0.16,0.04,0.8,0.85,0.836431227
0.16,0.08,0.76,0.5,0.836431227
0.16,0.08,0.76,0.55,0.836431227
0.16,0.08,0.76,0.6,0.836431227
0.16,0.08,0.76,0.65,0.836431227
0.16,0.08,0.76,0.7,0.836431227
0.16,0.08,0.76,0.75,0.836431227
0.16,0.08,0.76,0.8,0.836431227
0.16,0.08,0.76,0.85,0.836431227
0.16,0.08,0.76,0.9,0.836431227
0.2,0,0.8,0.5,0.836431227
0.2,0,0.8,0.55,0.836431227
0.2,0.04,0.76,0.5,0.836431227
0.2,0.04,0.76,0.55,0.836431227
0.2,0.04,0.76,0.6,0.836431227
0.2,0.04,0.76,0.65,0.836431227
0.2,0.04,0.76,0.7,0.836431227
0.2,0.04,0.76,0.75,0.836431227
0.2,0.04,0.76,0.8,0.836431227
0.2,0.04,0.76,0.85,0.836431227
0.2,0.08,0.72,0.5,0.836431227
0.2,0.08,0.72,0.55,0.836431227
0.24,0,0.76,0.5,0.836431227
0.24,0,0.76,0.55,0.836431227
0.24,0,0.76,0.6,0.836431227
0.24,0,0.76,0.9,0.836431227
0.24,0,0.76,0.95,0.836431227
0.24,0.04,0.72,0.5,0.836431227
0.24,0.04,0.72,0.9,0.836431227
0.24,0.08,0.68,0.7,0.836431227
0.28,0,0.72,0.7,0.836431227
0.28,0,0.72,0.75,0.836431227
0.28,0,0.72,0.8,0.836431227
0.28,0,0.72,0.85,0.836431227
0.28,0.04,0.68,0.5,0.836431227
0.28,0.04,0.68,0.55,0.836431227
0.28,0.04,0.68,0.6,0.836431227
0.28,0.08,0.64,0.5,0.836431227
0.28,0.08,0.64,0.55,0.836431227
0.28,0.08,0.64,0.6,0.836431227
0.28,0.08,0.64,0.65,0.836431227
0.28,0.08,0.64,0.7,0.836431227
0.28,0.08,0.64,0.9,0.836431227
0.32,0,0.68,0.5,0.836431227
0.32,0,0.68,0.8,0.836431227
0.32,0,0.68,0.95,0.836431227
0.32,0.04,0.64,0.5,0.836431227
0.32,0.04,0.64,0.55,0.836431227
0.32,0.04,0.64,0.6,0.836431227
0.32,0.04,0.64,0.65,0.836431227
0.32,0.04,0.64,0.7,0.836431227
0.32,0.04,0.64,0.9,0.836431227
0.32,0.04,0.64,0.95,0.836431227
0.32,0.08,0.6,0.75,0.836431227
0.32,0.08,0.6,0.8,0.836431227
0.32,0.08,0.6,0.85,0.836431227
0.32,0.08,0.6,0.9,0.836431227
0.32,0.08,0.6,0.95,0.836431227
0.36,0,0.64,0.5,0.836431227
0.36,0,0.64,0.55,0.836431227
0.36,0,0.64,0.8,0.836431227
0.36,0.08,0.56,0.5,0.836431227
0.36,0.08,0.56,0.55,0.836431227
0.4,0,0.6,0.6,0.836431227
0.4,0.04,0.56,0.5,0.836431227
0.4,0.04,0.56,0.7,0.836431227
0.4,0.04,0.56,0.95,0.836431227
0.44,0,0.56,0.5,0.836431227
0.44,0,0.56,0.9,0.836431227
0.48,0,0.52,0.75,0.836431227
0.52,0.04,0.44,0.9,0.836431227
0.56,0,0.44,0.85,0.836431227
0.56,0,0.44,0.9,0.836431227
0.04,0,0.96,0.7,0.835192069
0.04,0,0.96,0.75,0.835192069
0.04,0,0.96,0.8,0.835192069
0.04,0,0.96,0.85,0.835192069
0.04,0,0.96,0.9,0.835192069
0.04,0,0.96,0.95,0.835192069
0.04,0.04,0.92,0.5,0.835192069
0.04,0.04,0.92,0.55,0.835192069
0.04,0.04,0.92,0.6,0.835192069
0.04,0.04,0.92,0.65,0.835192069
0.04,0.04,0.92,0.7,0.835192069
0.04,0.04,0.92,0.75,0.835192069
0.04,0.04,0.92,0.8,0.835192069
0.04,0.04,0.92,0.85,0.835192069
0.04,0.04,0.92,0.9,0.835192069
0.04,0.04,0.92,0.95,0.835192069
0.04,0.12,0.84,0.5,0.835192069
0.08,0,0.92,0.5,0.835192069
0.08,0,0.92,0.55,0.835192069
0.08,0,0.92,0.6,0.835192069
0.08,0,0.92,0.65,0.835192069
0.08,0,0.92,0.7,0.835192069
0.08,0,0.92,0.75,0.835192069
0.08,0,0.92,0.8,0.835192069
0.08,0,0.92,0.85,0.835192069
0.08,0,0.92,0.9,0.835192069
0.08,0,0.92,0.95,0.835192069
0.08,0.04,0.88,0.5,0.835192069
0.08,0.04,0.88,0.55,0.835192069
0.08,0.04,0.88,0.6,0.835192069
0.08,0.04,0.88,0.65,0.835192069
0.08,0.04,0.88,0.7,0.835192069
0.08,0.04,0.88,0.75,0.835192069
0.08,0.08,0.84,0.5,0.835192069
0.08,0.08,0.84,0.55,0.835192069
0.08,0.08,0.84,0.6,0.835192069
0.08,0.08,0.84,0.65,0.835192069
0.08,0.08,0.84,0.7,0.835192069
0.08,0.08,0.84,0.75,0.835192069
0.08,0.08,0.84,0.8,0.835192069
0.08,0.08,0.84,0.85,0.835192069
0.08,0.12,0.8,0.85,0.835192069
0.08,0.12,0.8,0.9,0.835192069
0.08,0.12,0.8,0.95,0.835192069
0.12,0.04,0.84,0.5,0.835192069
0.12,0.04,0.84,0.55,0.835192069
0.12,0.04,0.84,0.6,0.835192069
0.12,0.04,0.84,0.65,0.835192069
0.12,0.04,0.84,0.7,0.835192069
0.12,0.04,0.84,0.9,0.835192069
0.12,0.04,0.84,0.95,0.835192069
0.12,0.08,0.8,0.5,0.835192069
0.12,0.12,0.76,0.5,0.835192069
0.12,0.12,0.76,0.55,0.835192069
0.12,0.12,0.76,0.6,0.835192069
0.12,0.12,0.76,0.65,0.835192069
0.12,0.12,0.76,0.7,0.835192069
0.12,0.12,0.76,0.75,0.835192069
0.12,0.12,0.76,0.8,0.835192069
0.12,0.12,0.76,0.85,0.835192069
0.16,0,0.84,0.5,0.835192069
0.16,0,0.84,0.55,0.835192069
0.16,0,0.84,0.6,0.835192069
0.16,0,0.84,0.65,0.835192069
0.16,0.04,0.8,0.9,0.835192069
0.16,0.04,0.8,0.95,0.835192069
0.16,0.12,0.72,0.5,0.835192069
0.16,0.12,0.72,0.55,0.835192069
0.16,0.12,0.72,0.6,0.835192069
0.16,0.12,0.72,0.65,0.835192069
0.16,0.12,0.72,0.7,0.835192069
0.16,0.12,0.72,0.75,0.835192069
0.2,0,0.8,0.6,0.835192069
0.2,0,0.8,0.65,0.835192069
0.2,0,0.8,0.7,0.835192069
0.2,0,0.8,0.75,0.835192069
0.2,0,0.8,0.8,0.835192069
0.2,0,0.8,0.85,0.835192069
0.2,0,0.8,0.95,0.835192069
0.2,0.04,0.76,0.9,0.835192069
0.2,0.04,0.76,0.95,0.835192069
0.24,0,0.76,0.65,0.835192069
0.24,0,0.76,0.7,0.835192069
0.24,0,0.76,0.75,0.835192069
0.24,0,0.76,0.8,0.835192069
0.24,0,0.76,0.85,0.835192069
0.24,0.08,0.68,0.5,0.835192069
0.24,0.08,0.68,0.55,0.835192069
0.24,0.08,0.68,0.6,0.835192069
0.24,0.08,0.68,0.65,0.835192069
0.32,0.08,0.6,0.5,0.835192069
0.32,0.08,0.6,0.55,0.835192069
0.32,0.08,0.6,0.6,0.835192069
0.32,0.08,0.6,0.65,0.835192069
0.32,0.08,0.6,0.7,0.835192069
0.36,0.04,0.6,0.5,0.835192069
0.36,0.04,0.6,0.55,0.835192069
0.36,0.04,0.6,0.6,0.835192069
0.36,0.04,0.6,0.7,0.835192069
0.36,0.08,0.56,0.6,0.835192069
0.36,0.08,0.56,0.65,0.835192069
0.36,0.08,0.56,0.7,0.835192069
0.36,0.08,0.56,0.95,0.835192069
0.4,0.04,0.56,0.55,0.835192069
0.4,0.04,0.56,0.6,0.835192069
0.4,0.04,0.56,0.65,0.835192069
0.44,0,0.56,0.55,0.835192069
0.44,0,0.56,0.6,0.835192069
0.44,0,0.56,0.65,0.835192069
0.44,0.04,0.52,0.8,0.835192069
0.44,0.04,0.52,0.85,0.835192069
0.48,0,0.52,0.8,0.835192069
0.48,0,0.52,0.85,0.835192069
0.52,0,0.48,0.65,0.835192069
0.52,0,0.48,0.85,0.835192069
0.52,0,0.48,0.9,0.835192069
0.52,0.04,0.44,0.75,0.835192069
0.52,0.04,0.44,0.8,0.835192069
0.52,0.04,0.44,0.85,0.835192069
0.52,0.04,0.44,0.95,0.835192069
0.56,0,0.44,0.7,0.835192069
0.56,0,0.44,0.75,0.835192069
0.56,0,0.44,0.8,0.835192069
0.56,0,0.44,0.95,0.835192069
0.04,0.12,0.84,0.55,0.833952912
0.04,0.12,0.84,0.6,0.833952912
0.04,0.12,0.84,0.65,0.833952912
0.04,0.12,0.84,0.7,0.833952912
0.04,0.12,0.84,0.75,0.833952912
0.04,0.12,0.84,0.8,0.833952912
0.04,0.12,0.84,0.85,0.833952912
0.04,0.12,0.84,0.9,0.833952912
0.04,0.12,0.84,0.95,0.833952912
0.08,0.04,0.88,0.8,0.833952912
0.08,0.04,0.88,0.85,0.833952912
0.08,0.04,0.88,0.9,0.833952912
0.08,0.04,0.88,0.95,0.833952912
0.08,0.12,0.8,0.5,0.833952912
0.08,0.12,0.8,0.55,0.833952912
0.08,0.12,0.8,0.6,0.833952912
0.08,0.12,0.8,0.65,0.833952912
0.08,0.12,0.8,0.7,0.833952912
0.08,0.12,0.8,0.75,0.833952912
0.08,0.12,0.8,0.8,0.833952912
0.12,0,0.88,0.5,0.833952912
0.12,0,0.88,0.55,0.833952912
0.12,0,0.88,0.7,0.833952912
0.12,0,0.88,0.75,0.833952912
0.12,0,0.88,0.8,0.833952912
0.12,0,0.88,0.85,0.833952912
0.12,0,0.88,0.9,0.833952912
0.12,0,0.88,0.95,0.833952912
0.16,0,0.84,0.7,0.833952912
0.16,0,0.84,0.75,0.833952912
0.16,0,0.84,0.8,0.833952912
0.16,0,0.84,0.85,0.833952912
0.16,0,0.84,0.9,0.833952912
0.16,0,0.84,0.95,0.833952912
0.16,0.12,0.72,0.8,0.833952912
0.16,0.12,0.72,0.85,0.833952912
0.16,0.12,0.72,0.9,0.833952912
0.16,0.12,0.72,0.95,0.833952912
0.2,0,0.8,0.9,0.833952912
0.2,0.12,0.68,0.5,0.833952912
0.2,0.12,0.68,0.55,0.833952912
0.2,0.12,0.68,0.85,0.833952912
0.2,0.12,0.68,0.9,0.833952912
0.2,0.12,0.68,0.95,0.833952912
0.24,0.12,0.64,0.85,0.833952912
0.24,0.12,0.64,0.9,0.833952912
0.24,0.12,0.64,0.95,0.833952912
0.36,0.04,0.6,0.65,0.833952912
0.4,0,0.6,0.95,0.833952912
0.4,0.08,0.52,0.55,0.833952912
0.4,0.08,0.52,0.6,0.833952912
0.4,0.08,0.52,0.85,0.833952912
0.4,0.08,0.52,0.9,0.833952912
0.4,0.08,0.52,0.95,0.833952912
0.44,0,0.56,0.95,0.833952912
0.44,0.04,0.52,0.5,0.833952912
0.44,0.04,0.52,0.55,0.833952912
0.44,0.04,0.52,0.65,0.833952912
0.44,0.04,0.52,0.7,0.833952912
0.44,0.04,0.52,0.75,0.833952912
0.44,0.08,0.48,0.5,0.833952912
0.48,0,0.52,0.5,0.833952912
0.48,0,0.52,0.65,0.833952912
0.48,0,0.52,0.7,0.833952912
0.48,0,0.52,0.9,0.833952912
0.48,0.04,0.48,0.6,0.833952912
0.48,0.04,0.48,0.8,0.833952912
0.48,0.04,0.48,0.85,0.833952912
0.48,0.04,0.48,0.9,0.833952912
0.48,0.04,0.48,0.95,0.833952912
0.48,0.08,0.44,0.85,0.833952912
0.52,0,0.48,0.55,0.833952912
0.52,0,0.48,0.6,0.833952912
0.52,0,0.48,0.7,0.833952912
0.52,0,0.48,0.75,0.833952912
0.52,0,0.48,0.8,0.833952912
0.52,0,0.48,0.95,0.833952912
0.52,0.04,0.44,0.6,0.833952912
0.52,0.04,0.44,0.65,0.833952912
0.52,0.04,0.44,0.7,0.833952912
0.56,0,0.44,0.55,0.833952912
0.56,0,0.44,0.6,0.833952912
0.56,0,0.44,0.65,0.833952912
0.08,0.16,0.76,0.5,0.832713755
0.08,0.16,0.76,0.55,0.832713755
0.08,0.16,0.76,0.6,0.832713755
0.08,0.16,0.76,0.65,0.832713755
0.08,0.16,0.76,0.7,0.832713755
0.08,0.16,0.76,0.75,0.832713755
0.12,0,0.88,0.6,0.832713755
0.12,0,0.88,0.65,0.832713755
0.12,0.16,0.72,0.5,0.832713755
0.12,0.16,0.72,0.55,0.832713755
0.2,0.12,0.68,0.6,0.832713755
0.2,0.12,0.68,0.65,0.832713755
0.2,0.12,0.68,0.7,0.832713755
0.2,0.12,0.68,0.75,0.832713755
0.2,0.12,0.68,0.8,0.832713755
0.2,0.16,0.64,0.5,0.832713755
0.2,0.16,0.64,0.55,0.832713755
0.2,0.16,0.64,0.6,0.832713755
0.2,0.16,0.64,0.65,0.832713755
0.24,0.12,0.64,0.5,0.832713755
0.24,0.12,0.64,0.55,0.832713755
0.24,0.12,0.64,0.6,0.832713755
0.24,0.12,0.64,0.65,0.832713755
0.24,0.12,0.64,0.7,0.832713755
0.24,0.12,0.64,0.75,0.832713755
0.24,0.12,0.64,0.8,0.832713755
0.28,0.12,0.6,0.75,0.832713755
0.28,0.12,0.6,0.8,0.832713755
0.28,0.12,0.6,0.85,0.832713755
0.28,0.12,0.6,0.9,0.832713755
0.28,0.12,0.6,0.95,0.832713755
0.32,0.12,0.56,0.85,0.832713755
0.32,0.12,0.56,0.9,0.832713755
0.32,0.12,0.56,0.95,0.832713755
0.4,0.08,0.52,0.5,0.832713755
0.4,0.08,0.52,0.65,0.832713755
0.4,0.08,0.52,0.7,0.832713755
0.4,0.08,0.52,0.75,0.832713755
0.4,0.08,0.52,0.8,0.832713755
0.44,0.04,0.52,0.6,0.832713755
0.44,0.04,0.52,0.9,0.832713755
0.44,0.08,0.48,0.75,0.832713755
0.44,0.08,0.48,0.8,0.832713755
0.44,0.08,0.48,0.85,0.832713755
0.44,0.08,0.48,0.9,0.832713755
0.48,0,0.52,0.55,0.832713755
0.48,0,0.52,0.6,0.832713755
0.48,0.04,0.48,0.5,0.832713755
0.48,0.04,0.48,0.55,0.832713755
0.48,0.04,0.48,0.65,0.832713755
0.48,0.04,0.48,0.7,0.832713755
0.48,0.04,0.48,0.75,0.832713755
0.48,0.08,0.44,0.8,0.832713755
0.48,0.08,0.44,0.9,0.832713755
0.48,0.08,0.44,0.95,0.832713755
0.52,0,0.48,0.5,0.832713755
0.52,0.04,0.44,0.55,0.832713755
0.52,0.08,0.4,0.9,0.832713755
0.56,0,0.44,0.5,0.832713755
0.56,0.04,0.4,0.9,0.832713755
0.56,0.04,0.4,0.95,0.832713755
0.56,0.08,0.36,0.9,0.832713755
0.6,0,0.4,0.85,0.832713755
0.6,0,0.4,0.95,0.832713755
0,0.16,0.84,0.5,0.831474597
0,0.16,0.84,0.55,0.831474597
0,0.16,0.84,0.6,0.831474597
0,0.16,0.84,0.65,0.831474597
0,0.16,0.84,0.7,0.831474597
0,0.16,0.84,0.75,0.831474597
0,0.16,0.84,0.8,0.831474597
0,0.16,0.84,0.85,0.831474597
0,0.16,0.84,0.9,0.831474597
0,0.16,0.84,0.95,0.831474597
0.04,0.16,0.8,0.5,0.831474597
0.04,0.16,0.8,0.55,0.831474597
0.04,0.16,0.8,0.6,0.831474597
0.04,0.16,0.8,0.65,0.831474597
0.04,0.16,0.8,0.7,0.831474597
0.04,0.16,0.8,0.75,0.831474597
0.04,0.16,0.8,0.8,0.831474597
0.04,0.16,0.8,0.85,0.831474597
0.04,0.16,0.8,0.9,0.831474597
0.04,0.16,0.8,0.95,0.831474597
0.08,0.16,0.76,0.8,0.831474597
0.08,0.16,0.76,0.85,0.831474597
0.12,0.16,0.72,0.6,0.831474597
0.12,0.16,0.72,0.65,0.831474597
0.12,0.16,0.72,0.7,0.831474597
0.16,0.16,0.68,0.5,0.831474597
0.16,0.16,0.68,0.55,0.831474597
0.16,0.16,0.68,0.6,0.831474597
0.16,0.16,0.68,0.65,0.831474597
0.16,0.16,0.68,0.7,0.831474597
0.16,0.16,0.68,0.75,0.831474597
0.16,0.16,0.68,0.8,0.831474597
0.16,0.16,0.68,0.85,0.831474597
0.16,0.16,0.68,0.9,0.831474597
0.2,0.16,0.64,0.7,0.831474597
0.2,0.16,0.64,0.75,0.831474597
0.2,0.16,0.64,0.8,0.831474597
0.2,0.16,0.64,0.85,0.831474597
0.2,0.16,0.64,0.9,0.831474597
0.2,0.16,0.64,0.95,0.831474597
0.24,0.16,0.6,0.5,0.831474597
0.24,0.16,0.6,0.95,0.831474597
0.28,0.12,0.6,0.5,0.831474597
0.28,0.12,0.6,0.55,0.831474597
0.28,0.12,0.6,0.6,0.831474597
0.28,0.12,0.6,0.65,0.831474597
0.28,0.12,0.6,0.7,0.831474597
0.28,0.16,0.56,0.95,0.831474597
0.32,0.12,0.56,0.5,0.831474597
0.32,0.12,0.56,0.55,0.831474597
0.32,0.12,0.56,0.6,0.831474597
0.32,0.12,0.56,0.8,0.831474597
0.44,0.04,0.52,0.95,0.831474597
0.44,0.08,0.48,0.55,0.831474597
0.44,0.08,0.48,0.6,0.831474597
0.44,0.08,0.48,0.65,0.831474597
0.44,0.08,0.48,0.7,0.831474597
0.44,0.08,0.48,0.95,0.831474597
0.44,0.12,0.44,0.95,0.831474597
0.48,0,0.52,0.95,0.831474597
0.48,0.08,0.44,0.7,0.831474597
0.48,0.08,0.44,0.75,0.831474597
0.48,0.12,0.4,0.5,0.831474597
0.52,0.08,0.4,0.5,0.831474597
0.52,0.08,0.4,0.55,0.831474597
0.52,0.08,0.4,0.6,0.831474597
0.52,0.08,0.4,0.65,0.831474597
0.52,0.08,0.4,0.7,0.831474597
0.52,0.08,0.4,0.75,0.831474597
0.52,0.08,0.4,0.8,0.831474597
0.52,0.08,0.4,0.85,0.831474597
0.52,0.08,0.4,0.95,0.831474597
0.52,0.12,0.36,0.5,0.831474597
0.56,0.04,0.4,0.5,0.831474597
0.56,0.04,0.4,0.55,0.831474597
0.56,0.04,0.4,0.6,0.831474597
0.56,0.04,0.4,0.65,0.831474597
0.56,0.04,0.4,0.7,0.831474597
0.56,0.04,0.4,0.75,0.831474597
0.56,0.04,0.4,0.8,0.831474597
0.56,0.04,0.4,0.85,0.831474597
0.56,0.08,0.36,0.75,0.831474597
0.56,0.08,0.36,0.8,0.831474597
0.56,0.08,0.36,0.85,0.831474597
0.56,0.08,0.36,0.95,0.831474597
0.56,0.12,0.32,0.5,0.831474597
0.6,0,0.4,0.5,0.831474597
0.6,0,0.4,0.55,0.831474597
0.6,0,0.4,0.6,0.831474597
0.6,0,0.4,0.65,0.831474597
0.6,0,0.4,0.7,0.831474597
0.6,0,0.4,0.75,0.831474597
0.6,0,0.4,0.8,0.831474597
0.6,0,0.4,0.9,0.831474597
0.6,0.04,0.36,0.75,0.831474597
0.6,0.04,0.36,0.8,0.831474597
0.6,0.04,0.36,0.85,0.831474597
0.6,0.04,0.36,0.9,0.831474597
0.6,0.04,0.36,0.95,0.831474597
0.64,0,0.36,0.7,0.831474597
0.64,0,0.36,0.75,0.831474597
0.64,0,0.36,0.8,0.831474597
0.64,0,0.36,0.85,0.831474597
0.64,0,0.36,0.9,0.831474597
0.64,0,0.36,0.95,0.831474597
0.08,0.16,0.76,0.9,0.83023544
0.12,0.16,0.72,0.75,0.83023544
0.12,0.16,0.72,0.8,0.83023544
0.16,0.16,0.68,0.95,0.83023544
0.24,0.16,0.6,0.55,0.83023544
0.24,0.16,0.6,0.6,0.83023544
0.24,0.16,0.6,0.65,0.83023544
0.24,0.16,0.6,0.7,0.83023544
0.24,0.16,0.6,0.9,0.83023544
0.28,0.16,0.56,0.5,0.83023544
0.28,0.16,0.56,0.55,0.83023544
0.28,0.16,0.56,0.6,0.83023544
0.28,0.16,0.56,0.65,0.83023544
0.28,0.16,0.56,0.7,0.83023544
0.28,0.16,0.56,0.9,0.83023544
0.32,0.12,0.56,0.65,0.83023544
0.36,0.12,0.52,0.85,0.83023544
0.36,0.12,0.52,0.9,0.83023544
0.4,0.12,0.48,0.5,0.83023544
0.4,0.12,0.48,0.6,0.83023544
0.4,0.12,0.48,0.65,0.83023544
0.4,0.12,0.48,0.7,0.83023544
0.4,0.12,0.48,0.75,0.83023544
0.44,0.12,0.44,0.5,0.83023544
0.44,0.12,0.44,0.55,0.83023544
0.44,0.12,0.44,0.6,0.83023544
0.44,0.12,0.44,0.75,0.83023544
0.44,0.12,0.44,0.8,0.83023544
0.44,0.12,0.44,0.85,0.83023544
0.44,0.12,0.44,0.9,0.83023544
0.44,0.16,0.4,0.55,0.83023544
0.44,0.16,0.4,0.6,0.83023544
0.44,0.16,0.4,0.65,0.83023544
0.44,0.16,0.4,0.85,0.83023544
0.44,0.16,0.4,0.9,0.83023544
0.48,0.08,0.44,0.5,0.83023544
0.48,0.08,0.44,0.55,0.83023544
0.48,0.08,0.44,0.6,0.83023544
0.48,0.08,0.44,0.65,0.83023544
0.48,0.12,0.4,0.55,0.83023544
0.48,0.12,0.4,0.6,0.83023544
0.48,0.12,0.4,0.65,0.83023544
0.48,0.12,0.4,0.7,0.83023544
0.48,0.12,0.4,0.75,0.83023544
0.48,0.12,0.4,0.8,0.83023544
0.48,0.12,0.4,0.85,0.83023544
0.48,0.12,0.4,0.9,0.83023544
0.48,0.12,0.4,0.95,0.83023544
